(' hours on the phone yesterday really still doesn t pick up status on us air flight ', 'negative'),
(' do you think snow in boston on will effect my flight ', 'neutral'),
(' absolutelymy girlfriend and i will be flight booking problems our mexico flights in the next day or twowill send a tweet when it s done ', 'neutral'),
(' i have a internal bleed in my footand i am flying next tuesdaywhat should i dothese leeds come randomly i ', 'neutral'),
(' it s time for a direct flight from #jfk to #pitt @ official jetblue terminal new york', 'neutral'),
(' at lgb in sunny so cal', 'neutral'),
(' s new ceo seeks the right balance to please passengers and wall daily journal', 'neutral'),
(' noi am fine to fly hahathey come at randomwith the hemophiliabut what if i need extra assistance ', 'neutral'),
(' indeed i don t know what s going on in pittsburgh that weekendbutit s drawing a crowdjetblue ', 'neutral'),
(' me againyou don t have abc on inflight tvdo you if sowhat channel #sharktank is on ', 'neutral'),
(' hopefully next time can i send you my future itineraries so the next one can be planned when i m there ', 'neutral'),
(' he is a lap infant mons old ', 'neutral'),
(' what s the link for #flyfi', 'neutral'),
(' airport snow removal method # keep up the good work folksthis is where cessna s become s ', 'neutral'),
(' our fleet s on fleek ', 'neutral'),
(' really ', 'neutral'),
(' now put your baggage fees back on free our fleet s on fleek ', 'neutral'),
(' thanks which day of the week is the direct the flights i saw went thru jfk ', 'neutral'),
(' where is your email address its not on this page', 'neutral'),
(' any travel advisory coming for the carolinas bad weather ', 'neutral'),
(' so what about california', 'neutral'),
(' yes he and all the princesses trying to get to the #glassslipperchallenge at wdw ', 'neutral'),
(' bruh real tweet from our fleet s on fleek ', 'neutral'),
(' we even offered to fly in to another airport and they said they couldn t do that no explanation why they can t ', 'neutral'),
(' how do i get a receipt for a change fee when i originally booked with miles ', 'neutral'),
(' if i know i left something on my last flight as i literally had to run to make my connection how can i retrieve it please ', 'neutral'),
(' that is certainly not the impression she s under ', 'neutral'),
(' imma need the hook up tho', 'neutral'),
(' never received such horrible service or treated so poorly as richard p today no excuse for attituderipping up our tickets ', 'neutral'),
(' did you know that suicide is the second leading cause of death among teens ', 'neutral'),
(' yes confirmation number and all ', 'neutral'),
(' questionfriend flight got cancelled flightled how can he book be flight leaving chs to philly to germany ', 'neutral'),
(' i forgot my password and i don t know if my username is correctand i want to use my mileswhat i have to do ', 'neutral'),
(' our fleet s on fleek ', 'neutral'),
(' i need help about a ticketme', 'neutral'),
(' please don t our fleet s on fleek ', 'neutral'),
(' i digg it ', 'neutral'),
(' process begins ', 'neutral'),
(' will you be issuing a travel advisory for clt for thursday a significant snow storm is in the way wednesday night ', 'neutral'),
(' i want you guys to be the first to fly to #cubafrom nyc ', 'neutral'),
(' shout out to cathy at the vegas airport check in for hooking us up ', 'neutral'),
(' questionflying for thetime with my mont old son do i need to bring anything for him birth certificate s s card etc ', 'neutral'),
(' our fleet s on fleek', 'neutral'),
(' no not yet i will notify them i m new at this ', 'neutral'),
(' airways sees significant drop in short interest jblu mideast time', 'neutral'),
(' help i left my nikon camera under the seat in front of me what do i do ', 'neutral'),
(' to increase charter service to cubaagent', 'neutral'),
(' will do ', 'neutral'),
(' ok should i start looking into other flights ', 'neutral'),
(' on flight from nassau to jfk not showing cancelled flightled yet but assuming it will be any info ', 'neutral'),
(' you canconfirm that ', 'neutral'),
(' we are on flight and were returning to the gate can you provide any information ', 'neutral'),
(' what good with the inflight wifi ', 'neutral'),
(' status of flight from mco to lga tomorrow ', 'neutral'),
(' i see my flight from boston to pitts is ok from this afternoon did you have any delays for the morning flight ', 'neutral'),
(' i sure hope you guys get me to dc to speak tomorrowddddjohnnosta i m winning here with ', 'neutral'),
(' i d go to australia to enjoy the land down under always been on my bucket list ', 'neutral'),
(' i m so sorry i cheated on you withassist please take me back i wore protection ', 'neutral'),
(' hi is there a way we can check to track the flight that will arrivethat will be our flight to depart ', 'neutral'),
(' hi is it possible to upgrade to a mint seat on an already booked ticket thanks ', 'neutral'),
(' left my coat on flight this morning in overhead bin reported seat abut i was a thx ticket ', 'neutral'),
(' im getting an it depends vibe fair enough ', 'neutral'),
(' s ceo battles to appease passengers and wall street waterbury republican american', 'neutral'),
(' just a thought ', 'neutral'),
(' my daughter s college game in denver only one set of parents will be there ', 'neutral'),
(' should i expect delays at dca foram departure going to orlando on flight ', 'neutral'),
